,jobID,degree,location,technicalSkills,preferredSkills,jobTitle
175,175,Data Science,San Francisco,"['Node.js', 'Angular', 'Java', 'Scala', 'Bash', 'AWS', 'MySQLWorkbench', 'Spring', 'Javascript', 'Python', 'SQL']","['HTML/CSS', 'Oracle']",Data Architect
176,176,Information Science,Seattle,"['R', 'C++', 'Bash', 'PostGres', 'SQL']","['Python', 'Oracle']",Data Analyst
177,177,Computer Science,Boston,"['Bash', 'Scala', 'SQL', 'Angular', 'Python', 'Azure', 'Oracle', 'PostGres', 'Javascript']",['Node.js'],Full Stack Developer
178,178,Data Science,San Francisco,"['SQL', 'R', 'Swift', 'Ruby', 'HTML/CSS', 'NumPy', 'Python']",[],Data Engineer
179,179,Information Science,NYC,"['Swift', 'Scala', 'NumPy', 'AWS', 'Javascript', 'Python']","['Scikit-learn', 'R', 'Bash', 'Node.js']",Systems administrator
180,180,Information Science,Seattle,"['HTML/CSS', 'C', 'Node.js', 'Python', 'Spring', 'Scikit-learn', 'Oracle', 'AWS', 'Javascript', 'Java', 'SQL']",['Bash'],Systems administrator
181,181,Computer Science,NYC,"['Java', 'Ruby', 'R', 'SQL', 'Scala', 'Bash', 'PostGres', 'Spring', 'MySQLWorkbench', 'Javascript']",['Node.js'],Full Stack Developer
182,182,Data Science,NYC,"['Node.js', 'Angular', 'AWS', 'Javascript', 'Python']",['Bash'],Data Architect
183,183,Information Science,Seattle,"['C++', 'Angular', 'HTML/CSS', 'R', 'Oracle', 'SQL']",['C'],Intelligence Specialist
184,184,Cyber Security,Seattle,"['C', 'R', 'Python', 'Java', 'Azure', 'PostGres', 'SQL']",['MySQLWorkbench'],Information Security Analyst
185,185,Computer Science,San Francisco,"['C', 'React', 'Scala', 'Bash', 'MySQLWorkbench', 'Javascript', 'SQL']",['Ruby'],Web Developer
186,186,Cyber Security,Boston,"['Angular', 'Python', 'Javascript', 'C', 'NumPy', 'AWS', 'SQL']","['Scikit-learn', 'MySQLWorkbench', 'Scala', 'React', 'C++']",Information Security Analyst
187,187,Cyber Security,San Francisco,"['Javascript', 'AWS', 'Python']",['C'],Penetration Tester
188,188,Information Science,Seattle,"['Node.js', 'Scala', 'Javascript', 'SQL']",['PostGres'],Data Analyst
189,189,Computer Science,San Francisco,"['HTML/CSS', 'Swift', 'Ruby', 'Angular', 'NumPy', 'Python', 'SQL']","['C++', 'PostGres', 'R']",Full Stack Developer
190,190,Cyber Security,Boston,"['Node.js', 'C', 'Javascript', 'Scikit-learn', 'AWS', 'Python']",['C++'],Information Security Analyst
191,191,Data Science,Boston,"['Scala', 'Node.js', 'Swift', 'R', 'Java', 'Javascript', 'Angular', 'Azure', 'MySQLWorkbench', 'AWS', 'SQL']",['Python'],Data Engineer
192,192,Data Science,Boston,"['Angular', 'Swift', 'SQL', 'Javascript', 'PostGres']",['Bash'],Data Analyst
193,193,Information Science,Houston,"['Ruby', 'R', 'AWS', 'Python']",['Angular'],Data Analyst
194,194,Data Science,Boston,"['C', 'Javascript', 'Java', 'Spring', 'NumPy', 'Python']",['Azure'],Machine Learning Engineer
195,195,Data Science,San Francisco,"['Scala', 'C++', 'C', 'SQL', 'PostGres', 'Scikit-learn', 'Azure', 'Oracle', 'Javascript', 'Python']","['React', 'Node.js']",Data Analyst
196,196,Cyber Security,Seattle,"['SQL', 'Oracle', 'Azure', 'MySQLWorkbench']",['Angular'],Network Security Engineer
197,197,Information Science,Seattle,"['Angular', 'Javascript', 'Ruby', 'Azure']",['HTML/CSS'],Database Applications Specialist
198,198,Data Science,Seattle,"['R', 'C', 'C++', 'React', 'Spring', 'Javascript', 'Python', 'Java', 'SQL']","['Angular', 'Bash', 'MySQLWorkbench', 'NumPy', 'PostGres']",Database Application Specialist
199,199,Data Science,Boston,"['C', 'Java', 'Javascript', 'Angular', 'Python', 'NumPy']",['SQL'],Data Scientist
200,200,Cyber Security,San Francisco,"['Python', 'Swift', 'PostGres', 'NumPy', 'SQL']","['MySQLWorkbench', 'C']",Information Security Analyst
201,201,Data Science,Houston,"['SQL', 'Bash', 'Swift', 'React', 'Angular', 'Javascript', 'Python']","['R', 'AWS']",Database Application Specialist
202,202,Cyber Security,San Francisco,"['Node.js', 'C', 'C++', 'PostGres', 'Javascript', 'SQL']",['Java'],Data Recovery Professional
203,203,Data Science,NYC,"['Java', 'SQL', 'React', 'Scala', 'Javascript', 'Bash', 'Oracle']","['Python', 'HTML/CSS']",Database Application Specialist
204,204,Computer Science,Houston,"['SQL', 'Bash', 'Spring', 'MySQLWorkbench', 'Java']","['NumPy', 'Python']",Back-end developer
205,205,Cyber Security,NYC,"['React', 'C', 'Java', 'SQL', 'Scala', 'AWS', 'Oracle', 'Scikit-learn', 'Javascript', 'Python']","['HTML/CSS', 'Swift', 'Azure']",Cryptographer
206,206,Computer Science,San Francisco,"['Javascript', 'Ruby', 'Scala', 'Spring', 'Oracle', 'Python', 'Java', 'SQL']",['NumPy'],Full Stack Developer
207,207,Cyber Security,San Francisco,"['Ruby', 'Python', 'Javascript', 'C++', 'Node.js', 'R', 'React']","['HTML/CSS', 'Scikit-learn', 'NumPy', 'AWS']",Cryptographer
208,208,Cyber Security,Houston,"['C++', 'Scala', 'SQL', 'R', 'PostGres', 'Spring', 'MySQLWorkbench', 'NumPy', 'Python', 'Java']",['Javascript'],Information Security Analyst
209,209,Cyber Security,NYC,"['React', 'Bash', 'Oracle', 'AWS', 'Azure', 'Spring', 'Javascript', 'Java', 'SQL']","['Angular', 'HTML/CSS', 'Python', 'Ruby']",Information Security Analyst
210,210,Cyber Security,Houston,"['Swift', 'Java', 'Python', 'NumPy', 'Scikit-learn', 'Spring', 'SQL']",['PostGres'],Data Recovery Professional
211,211,Data Science,Seattle,"['Swift', 'Javascript', 'Ruby', 'Azure', 'Java']",['Spring'],Data Engineer
212,212,Cyber Security,NYC,"['Ruby', 'Java', 'Angular', 'R', 'Scikit-learn', 'Spring', 'Python']",['C'],Information Security Analyst
213,213,Data Science,NYC,"['SQL', 'Java', 'Bash', 'React', 'C', 'R', 'MySQLWorkbench', 'Scikit-learn', 'Azure', 'PostGres', 'Javascript', 'Python']","['Ruby', 'Angular']",Data Scientist
214,214,Information Science,San Francisco,"['C++', 'Angular', 'C', 'Swift', 'Ruby', 'PostGres', 'AWS', 'Javascript', 'Python', 'SQL']","['Node.js', 'HTML/CSS', 'MySQLWorkbench', 'NumPy']",Systems analyst
215,215,Cyber Security,NYC,"['Javascript', 'Bash', 'SQL', 'HTML/CSS', 'Scikit-learn', 'Azure', 'Oracle', 'Python']",['NumPy'],Cryptographer
216,216,Cyber Security,San Francisco,"['HTML/CSS', 'Bash', 'SQL', 'Java', 'C++', 'R', 'Javascript', 'Python']","['React', 'NumPy']",Penetration Tester
217,217,Data Science,NYC,"['Scala', 'Node.js', 'Javascript', 'AWS', 'Python']",[],Data Analyst
218,218,Cyber Security,Seattle,"['React', 'Node.js', 'Bash', 'R', 'AWS', 'Azure', 'Javascript']","['Ruby', 'Python', 'C++']",Cryptographer
219,219,Cyber Security,Houston,"['Ruby', 'Scala', 'C', 'Java', 'C++', 'Node.js', 'SQL', 'Python', 'Spring', 'AWS', 'PostGres', 'Javascript']",['Azure'],Cryptographer
220,220,Data Science,San Francisco,"['HTML/CSS', 'Scala', 'Python', 'React', 'Swift', 'Ruby', 'MySQLWorkbench', 'Javascript', 'SQL']","['Angular', 'Bash']",Data Engineer
221,221,Information Science,Boston,"['HTML/CSS', 'Ruby', 'R', 'Python', 'Oracle', 'Java', 'SQL']",['Spring'],Data Engineer
222,222,Cyber Security,Houston,"['Java', 'SQL', 'HTML/CSS', 'Ruby', 'R', 'Scikit-learn', 'PostGres', 'Python']",['AWS'],Penetration Tester
223,223,Cyber Security,San Francisco,"['C++', 'Scikit-learn', 'Spring', 'Javascript', 'Python', 'Java']",['React'],Data Recovery Professional
224,224,Data Science,San Francisco,"['Ruby', 'Swift', 'Python']",['Scikit-learn'],Database Application Specialist
225,225,Cyber Security,Seattle,"['C++', 'Bash', 'Python']",['Azure'],Network Security Engineer
226,226,Computer Science,San Francisco,"['SQL', 'NumPy', 'Scikit-learn', 'Javascript', 'Python']","['MySQLWorkbench', 'React']",Full Stack Developer
227,227,Computer Science,Seattle,"['Swift', 'Scala', 'C', 'Angular', 'Javascript', 'Python', 'Java']","['Spring', 'Ruby', 'Node.js', 'NumPy']",Javascript Developer
228,228,Data Science,Houston,"['Swift', 'Angular', 'AWS', 'Python']","['NumPy', 'Scikit-learn']",Data Analyst
229,229,Information Science,Houston,"['SQL', 'R', 'AWS', 'Python']",['Scikit-learn'],Data Engineer
230,230,Information Science,San Francisco,"['Scala', 'SQL', 'Ruby', 'C++', 'AWS', 'NumPy', 'Python']","['Swift', 'R', 'Bash']",Database Applications Specialist
231,231,Cyber Security,San Francisco,"['HTML/CSS', 'Node.js', 'C', 'Scala', 'PostGres', 'Oracle', 'Javascript', 'Python', 'SQL']",['AWS'],Information Security Analyst
232,232,Cyber Security,NYC,"['HTML/CSS', 'Java', 'Swift', 'AWS', 'Azure', 'NumPy', 'Javascript', 'Python']",['Node.js'],Penetration Tester
233,233,Computer Science,Boston,"['C', 'HTML/CSS', 'React', 'Ruby', 'AWS', 'Javascript', 'Python']",['Angular'],React Developer
234,234,Cyber Security,NYC,"['Swift', 'SQL', 'MySQLWorkbench', 'NumPy', 'Oracle', 'Azure', 'Python']",['Ruby'],Penetration Tester
235,235,Cyber Security,Boston,"['React', 'SQL', 'HTML/CSS', 'Angular', 'Python', 'Java', 'NumPy', 'PostGres', 'Javascript']",['Ruby'],Information Security Analyst
236,236,Information Science,NYC,"['SQL', 'Angular', 'Java', 'Scala', 'React', 'Javascript', 'Python']","['R', 'AWS', 'Node.js', 'Azure', 'Scikit-learn']",Systems administrator
237,237,Computer Science,Seattle,"['R', 'PostGres', 'SQL']",['Swift'],Software Engineer
238,238,Information Science,Boston,"['Ruby', 'React', 'HTML/CSS', 'Javascript', 'Python']","['NumPy', 'Node.js', 'C++']",Database Applications Specialist
239,239,Cyber Security,Houston,"['Swift', 'HTML/CSS', 'Scala', 'Bash', 'Scikit-learn', 'Oracle', 'Python', 'SQL']",[],Data Recovery Professional
240,240,Data Science,Boston,"['Ruby', 'Java', 'C++', 'MySQLWorkbench', 'SQL']",['Bash'],Machine Learning Engineer
241,241,Data Science,Houston,"['Swift', 'SQL', 'R', 'Python', 'Javascript', 'React', 'Scala']","['C++', 'Oracle']",Data Architect
242,242,Cyber Security,NYC,"['Scala', 'C', 'C++', 'Azure', 'NumPy', 'Scikit-learn', 'MySQLWorkbench', 'Python', 'SQL']",[],Data Recovery Professional
243,243,Information Science,NYC,"['SQL', 'Swift', 'React', 'Ruby', 'Scikit-learn', 'Javascript', 'Python']","['AWS', 'Bash', 'C++']",Data Engineer
244,244,Computer Science,Seattle,"['Javascript', 'Scala', 'HTML/CSS', 'SQL', 'R', 'Bash', 'Node.js', 'Python', 'Spring', 'Oracle', 'Java']","['AWS', 'Azure']",Full Stack Developer
245,245,Computer Science,San Francisco,"['C++', 'Javascript', 'Bash', 'React', 'Ruby', 'MySQLWorkbench', 'AWS', 'SQL']","['Scala', 'Python']",React Developer
246,246,Computer Science,Houston,"['Python', 'Bash', 'R', 'NumPy']",[],Programmer
247,247,Information Science,Seattle,"['R', 'Python', 'Scikit-learn', 'Azure']",[],Intelligence Specialist
248,248,Cyber Security,Houston,"['R', 'MySQLWorkbench', 'Javascript', 'SQL']",['React'],Data Recovery Professional
249,249,Information Science,San Francisco,"['Java', 'R', 'Python', 'Swift', 'Javascript', 'AWS', 'SQL']","['React', 'Angular', 'PostGres', 'Ruby']",Intelligence Specialist
250,250,Information Science,NYC,"['Swift', 'Ruby', 'Angular', 'Java', 'SQL', 'Oracle', 'Azure']","['Python', 'C']",Data Engineer
251,251,Data Science,San Francisco,"['Python', 'C', 'PostGres', 'AWS', 'SQL']",['NumPy'],Machine Learning Engineer
252,252,Data Science,Boston,"['Ruby', 'Azure', 'PostGres', 'Javascript', 'Python', 'SQL']","['Swift', 'Scikit-learn', 'Node.js']",Data Engineer
253,253,Cyber Security,Houston,"['Node.js', 'React', 'MySQLWorkbench', 'AWS', 'Javascript', 'SQL']","['Azure', 'Python']",Network Security Engineer
254,254,Information Science,NYC,"['R', 'Python']",['NumPy'],Systems administrator
255,255,Information Science,San Francisco,"['Angular', 'Ruby', 'Scala', 'SQL', 'Bash', 'Java', 'Python', 'NumPy', 'Azure', 'MySQLWorkbench', 'Javascript']","['Node.js', 'Scikit-learn']",Data Analyst
256,256,Computer Science,NYC,"['Java', 'Swift', 'Ruby', 'R', 'Scikit-learn', 'Oracle', 'Spring', 'AWS', 'Javascript', 'Python', 'SQL']",['React'],Full Stack Developer
257,257,Cyber Security,NYC,"['HTML/CSS', 'Scala', 'SQL', 'Node.js', 'NumPy', 'Azure', 'Javascript', 'Python', 'Java']",['Spring'],Penetration Tester
258,258,Data Science,Boston,"['Scala', 'Swift', 'R', 'C++', 'Bash', 'PostGres', 'Python', 'SQL']","['Scikit-learn', 'React', 'Javascript']",Data Analyst
259,259,Computer Science,San Francisco,"['React', 'C++', 'Node.js', 'HTML/CSS', 'Oracle', 'Scikit-learn', 'Javascript', 'Python', 'SQL']","['C', 'Bash', 'Azure', 'Java']",Full Stack Developer
260,260,Computer Science,San Francisco,"['C++', 'Java', 'C', 'Azure', 'MySQLWorkbench', 'NumPy', 'Scikit-learn', 'Python', 'SQL']",[],DevOps Engineer
261,261,Data Science,Seattle,"['Javascript', 'Node.js', 'Angular', 'SQL', 'Swift', 'Scala', 'PostGres']",['C++'],Data Architect
262,262,Data Science,San Francisco,"['Python', 'Swift', 'Spring', 'Scikit-learn', 'Java', 'SQL']",['MySQLWorkbench'],Data Analyst
263,263,Information Science,Seattle,"['Python', 'Angular', 'Java', 'SQL', 'Swift', 'HTML/CSS', 'PostGres', 'AWS']","['Node.js', 'Javascript']",Data Analyst
264,264,Data Science,Houston,"['Angular', 'Javascript', 'React', 'Bash', 'Swift', 'Python', 'MySQLWorkbench', 'NumPy', 'Spring', 'Oracle', 'Java', 'SQL']",['C'],Machine Learning Engineer
265,265,Information Science,NYC,"['R', 'HTML/CSS', 'SQL', 'Javascript', 'Scala', 'Azure', 'PostGres']","['Swift', 'Oracle']",Systems administrator
266,266,Computer Science,NYC,"['Bash', 'React', 'R', 'Javascript', 'Java', 'Spring']",[],Front End Engineer
267,267,Computer Science,San Francisco,"['C++', 'Java', 'Node.js', 'Javascript', 'Swift', 'PostGres', 'Scikit-learn', 'Python', 'SQL']","['Oracle', 'Scala', 'Bash']",Full Stack Developer
268,268,Data Science,NYC,"['SQL', 'Python', 'React', 'Swift', 'C++', 'PostGres', 'Javascript']",['C'],Database Application Specialist
269,269,Data Science,Boston,"['Python', 'SQL', 'C', 'Swift', 'Javascript', 'R', 'Scikit-learn', 'Oracle', 'Java']","['HTML/CSS', 'Azure', 'Ruby', 'Spring']",Data Architect
270,270,Information Science,San Francisco,"['Ruby', 'Javascript', 'Scala', 'R', 'Python', 'Swift', 'Bash', 'AWS', 'MySQLWorkbench', 'SQL']","['PostGres', 'Node.js']",Systems administrator
271,271,Data Science,NYC,"['C++', 'C', 'Ruby', 'Node.js', 'HTML/CSS', 'Azure', 'Javascript', 'Python']","['Scikit-learn', 'MySQLWorkbench', 'SQL']",Database Application Specialist
272,272,Computer Science,Houston,"['SQL', 'HTML/CSS', 'C++', 'Angular', 'Spring', 'Azure', 'Java']","['Bash', 'Python', 'R', 'Ruby', 'Oracle']",Full Stack Developer
273,273,Data Science,NYC,"['Angular', 'Swift', 'HTML/CSS', 'C++', 'MySQLWorkbench', 'AWS', 'SQL']","['Scala', 'Bash', 'PostGres', 'Python']",Data Architect
274,274,Computer Science,San Francisco,"['Node.js', 'Scala', 'Oracle', 'Javascript', 'SQL']",['MySQLWorkbench'],UI Developer
275,275,Data Science,Seattle,"['C', 'HTML/CSS', 'C++', 'MySQLWorkbench', 'SQL']",['Bash'],Machine Learning Engineer
276,276,Computer Science,Houston,"['Scala', 'R', 'Javascript', 'Swift', 'React', 'Spring', 'AWS', 'Python', 'Java', 'SQL']","['C++', 'PostGres']",Full Stack Developer
277,277,Cyber Security,Houston,"['Java', 'AWS', 'Python']",['Javascript'],Information Security Analyst
278,278,Information Science,Seattle,"['Python', 'Javascript', 'Java', 'Node.js', 'Ruby', 'Bash', 'Spring', 'SQL']","['Scikit-learn', 'PostGres', 'C', 'NumPy']",Systems analyst
279,279,Data Science,Seattle,"['Bash', 'Python', 'Scikit-learn', 'PostGres', 'Java', 'SQL']","['Angular', 'Spring']",Machine Learning Engineer
280,280,Cyber Security,San Francisco,"['Swift', 'Python', 'Ruby', 'R', 'AWS', 'Scikit-learn', 'SQL']","['MySQLWorkbench', 'Oracle']",Cryptographer
281,281,Information Science,NYC,"['Python', 'HTML/CSS', 'Oracle', 'SQL']",['C++'],Systems analyst
282,282,Computer Science,San Francisco,"['Javascript', 'SQL', 'AWS', 'Spring', 'Java']","['Python', 'Ruby']",Full Stack Developer
283,283,Computer Science,Seattle,"['Angular', 'Ruby', 'NumPy', 'Python', 'SQL']","['Oracle', 'Azure']",Oracle SQL Developer
284,284,Computer Science,NYC,"['Scala', 'SQL', 'Bash', 'C', 'Javascript', 'Node.js', 'Java', 'NumPy', 'Oracle', 'Spring', 'Python']",['Ruby'],Full Stack Developer
285,285,Cyber Security,San Francisco,"['HTML/CSS', 'SQL', 'R', 'Bash', 'Python']","['AWS', 'C']",Network Security Engineer
286,286,Computer Science,Boston,"['SQL', 'C++', 'Java', 'Angular', 'Scikit-learn', 'Python']",['Swift'],Software Developer
287,287,Cyber Security,Boston,"['Javascript', 'Angular', 'SQL', 'Bash', 'Ruby', 'Scikit-learn', 'Python']","['Node.js', 'Java', 'PostGres', 'R']",Penetration Tester
288,288,Computer Science,NYC,"['Javascript', 'Swift', 'Ruby', 'R', 'Spring', 'Java']",['Azure'],Front End Engineer
289,289,Computer Science,NYC,"['Java', 'NumPy', 'Oracle', 'AWS', 'Python', 'SQL']",['Swift'],Java Developer
290,290,Information Science,San Francisco,"['HTML/CSS', 'C++', 'AWS', 'NumPy', 'Python']",['Scikit-learn'],Data Engineer
291,291,Computer Science,San Francisco,"['C++', 'Ruby', 'Python', 'Oracle', 'PostGres', 'Scikit-learn', 'SQL']",['Angular'],SQL Developer
292,292,Computer Science,San Francisco,"['Scala', 'Python', 'Java', 'Ruby', 'C', 'Spring', 'Scikit-learn', 'SQL']","['AWS', 'Javascript', 'R', 'Oracle', 'HTML/CSS']",Java Developer
293,293,Data Science,Houston,"['Ruby', 'HTML/CSS', 'Scala', 'C', 'Python', 'SQL']","['Oracle', 'R', 'Scikit-learn']",Data Analyst
294,294,Information Science,San Francisco,"['Swift', 'Java', 'SQL', 'PostGres']",['Scala'],Data Engineer
295,295,Cyber Security,Boston,"['React', 'R', 'MySQLWorkbench', 'Azure', 'Javascript', 'SQL']",['C'],Network Security Engineer
296,296,Computer Science,San Francisco,"['Java', 'Node.js', 'C', 'Scikit-learn', 'Javascript', 'Python']",['Scala'],Front End Engineer
297,297,Data Science,Seattle,"['R', 'HTML/CSS', 'Java', 'SQL', 'AWS']","['Python', 'Angular']",Machine Learning Engineer
298,298,Computer Science,San Francisco,"['Javascript', 'React', 'Python', 'C', 'SQL', 'Spring', 'Scikit-learn', 'NumPy', 'AWS', 'Java']","['Angular', 'Bash']",Full Stack Developer
299,299,Information Science,NYC,"['Angular', 'R', 'Bash', 'React', 'C', 'Java', 'Python', 'Scikit-learn', 'Javascript', 'SQL']",['Oracle'],Database Applications Specialist
300,300,Computer Science,Boston,"['R', 'Javascript', 'Python', 'Bash', 'Azure', 'Spring', 'PostGres', 'MySQLWorkbench', 'Java', 'SQL']",['HTML/CSS'],Full Stack Developer
301,301,Information Science,Seattle,"['SQL', 'Node.js', 'HTML/CSS', 'React', 'Azure', 'Javascript', 'Python']","['Scala', 'Scikit-learn']",Intelligence Specialist
302,302,Data Science,Houston,"['Ruby', 'HTML/CSS', 'Node.js', 'Bash', 'Java', 'SQL', 'C', 'Scikit-learn', 'Spring', 'PostGres', 'Javascript', 'Python']",['C++'],Data Scientist
303,303,Cyber Security,Boston,"['Javascript', 'Angular', 'PostGres', 'SQL']",['Swift'],Penetration Tester
304,304,Cyber Security,Boston,"['Scala', 'Python', 'C++', 'HTML/CSS', 'React', 'Javascript', 'MySQLWorkbench', 'Spring', 'Java', 'SQL']","['NumPy', 'Azure']",Penetration Tester
305,305,Data Science,San Francisco,"['R', 'Python', 'Angular', 'Swift', 'Javascript', 'NumPy', 'Spring', 'Java', 'SQL']","['Oracle', 'AWS']",Data Engineer
306,306,Data Science,Boston,"['Scala', 'Spring', 'Azure', 'Java']",['Ruby'],Data Engineer
307,307,Data Science,Boston,"['SQL', 'Python', 'Javascript', 'Spring', 'MySQLWorkbench', 'NumPy', 'AWS', 'Java']","['HTML/CSS', 'Swift']",Data Architect
308,308,Computer Science,Houston,"['SQL', 'Ruby', 'AWS', 'PostGres']","['Python', 'Scala']",Software Developer
309,309,Computer Science,San Francisco,"['Python', 'Javascript', 'Node.js', 'SQL', 'Bash', 'NumPy', 'PostGres']","['Ruby', 'Scala', 'Java']",Full Stack Developer
310,310,Computer Science,Houston,"['Javascript', 'Scikit-learn', 'AWS', 'Python']",['Node.js'],UI Developer
311,311,Information Science,Boston,"['Bash', 'Scala', 'AWS', 'MySQLWorkbench', 'Spring', 'Javascript', 'Python', 'Java', 'SQL']","['R', 'Node.js']",Intelligence Specialist
312,312,Information Science,Seattle,"['Java', 'React', 'Javascript', 'Python', 'Azure']",['Spring'],Data Analyst
313,313,Computer Science,NYC,"['SQL', 'Swift', 'C++', 'Java', 'Bash', 'Angular', 'Spring', 'PostGres', 'Scikit-learn', 'Python']","['C', 'MySQLWorkbench', 'HTML/CSS']",Programmer
314,314,Computer Science,NYC,"['SQL', 'Angular', 'Scala', 'C', 'R', 'Python']","['Java', 'Scikit-learn']",SQL Developer
